query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance,ai_relevance,normalized_ai_relevance,behavior_weight,weighted_relevance,original_score,fine_tuned_score
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,11,1,0.0033112582781456,11,4.4968968722969294e-05,0.0,24,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,1,54,1,0.0032467532467532,54,7.034215377643704e-05,0.12602514616653807,110,13.862766078319186,7.034215377643704e-05,13.862766078319186
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,24,1,0.0032467532467532,24,0.00014266659854911268,0.48525078948578115,50,24.262539474289056,0.00014266659854911268,24.262539474289056
learn python,Python tutorial,1,1,51,1,0.0032467532467532,51,0.00024630327243357897,1.0,104,104.0,0.00024630327243357897,104.0
learn python,Learn Python fast,2,1,55,1,0.0032467532467532,55,9.176792082143947e-05,0.23244400599381823,112,26.033728671307642,9.176792082143947e-05,26.033728671307642
learn python,Python for beginners,3,1,34,1,0.0032467532467532,34,0.00015580591571051627,0.5505119840226522,70,38.535838881585654,0.00015580591571051627,38.535838881585654
weather new york,NYC weather today,1,1,22,1,0.0033112582781456,22,5.4528714827029034e-05,0.047481953784689196,46,2.184169874095703,5.4528714827029034e-05,2.184169874095703
weather new york,Weather forecast,2,1,27,1,0.0033112582781456,27,4.905077730654739e-05,0.02027378597859375,56,1.13533201480125,4.905077730654739e-05,1.13533201480125
weather new york,New York climate,3,1,20,1,0.0033112582781456,20,4.4968968722969294e-05,0.0,42,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,49,1,0.0033112582781456,49,4.4968968722969294e-05,0.0,100,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,4,1,0.0032467532467532,4,0.00010685342567740008,0.3073716491124193,10,3.073716491124193,0.00010685342567740008,3.073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,13,1,0.0032467532467532,13,0.00014266659854911268,0.48525078948578115,28,13.587022105601871,0.00014266659854911268,13.587022105601871
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,33,1,0.0032467532467532,33,0.00010685342567740008,0.3073716491124193,68,20.901272139644515,0.00010685342567740008,20.901272139644515
cheap flights tokyo,Best airlines to Japan,3,1,11,1,0.0032467532467532,11,0.00014266659854911268,0.48525078948578115,24,11.646018947658748,0.00014266659854911268,11.646018947658748
best laptop gaming,Laptop A review,1,1,42,1,0.0033557046979865,42,6.9844325480517e-05,0.12355250098514062,86,10.625515084722092,6.9844325480517e-05,10.625515084722092
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
learn python,Python tutorial,1,1,51,1,0.0032467532467532,51,0.00024630327243357897,1.0,104,104.0,0.00024630327243357897,104.0
learn python,Learn Python fast,2,1,15,1,0.0032467532467532,15,9.176792082143947e-05,0.23244400599381823,32,7.438208191802183,9.176792082143947e-05,7.438208191802183
learn python,Python for beginners,3,1,40,1,0.0032467532467532,40,0.00015580591571051627,0.5505119840226522,82,45.141982689857485,0.00015580591571051627,45.141982689857485
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,30,1,0.0031545741324921,30,7.872181595303118e-05,0.16764578419074058,62,10.394038619825917,7.872181595303118e-05,10.394038619825917
best programming languages 2025,Most in-demand coding skills,3,1,3,1,0.0031545741324921,3,9.59332101047039e-05,0.2531324292108149,8,2.0250594336865193,9.59332101047039e-05,2.0250594336865193
best laptop gaming,Laptop A review,1,0,0,1,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,1,43,1,0.0033557046979865,43,9.61163459578529e-05,0.25404203999136143,88,22.355699519239806,9.61163459578529e-05,22.355699519239806
best laptop gaming,Top gaming laptops,3,1,7,1,0.0033557046979865,7,7.160750828916207e-05,0.13230998928271062,16,2.11695982852337,7.160750828916207e-05,2.11695982852337
best laptop gaming,Laptop A review,1,1,8,1,0.0033557046979865,8,6.9844325480517e-05,0.12355250098514062,18,2.223945017732531,6.9844325480517e-05,2.223945017732531
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,58,1,0.0033557046979865,58,7.160750828916207e-05,0.13230998928271062,118,15.612578735359854,7.160750828916207e-05,15.612578735359854
learn python,Python tutorial,1,1,20,1,0.0032467532467532,20,0.00024630327243357897,1.0,42,42.0,0.00024630327243357897,42.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,7,1,0.0032467532467532,7,0.00015580591571051627,0.5505119840226522,16,8.808191744362436,0.00015580591571051627,8.808191744362436
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,47,1,0.0032467532467532,47,9.176792082143947e-05,0.23244400599381823,96,22.31462457540655,9.176792082143947e-05,22.31462457540655
learn python,Python for beginners,3,0,0,1,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
learn python,Python tutorial,1,1,55,1,0.0032467532467532,55,0.00024630327243357897,1.0,112,112.0,0.00024630327243357897,112.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,31,1,0.0032467532467532,31,0.00015580591571051627,0.5505119840226522,64,35.23276697744974,0.00015580591571051627,35.23276697744974
learn python,Python tutorial,1,1,16,1,0.0032467532467532,16,0.00024630327243357897,1.0,34,34.0,0.00024630327243357897,34.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,10,1,0.0032467532467532,10,0.00015580591571051627,0.5505119840226522,22,12.11126364849835,0.00015580591571051627,12.11126364849835
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,1,49,1,0.0033112582781456,49,5.4528714827029034e-05,0.047481953784689196,100,4.748195378468919,5.4528714827029034e-05,4.748195378468919
weather new york,Weather forecast,2,1,17,1,0.0033112582781456,17,4.905077730654739e-05,0.02027378597859375,36,0.729856295229375,4.905077730654739e-05,0.729856295229375
weather new york,New York climate,3,1,35,1,0.0033112582781456,35,4.4968968722969294e-05,0.0,72,0.0,4.4968968722969294e-05,0.0
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,38,1,0.0031545741324921,38,9.59332101047039e-05,0.2531324292108149,78,19.744329478443564,9.59332101047039e-05,19.744329478443564
best laptop gaming,Laptop A review,1,1,28,1,0.0033557046979865,28,6.9844325480517e-05,0.12355250098514062,58,7.166045057138156,6.9844325480517e-05,7.166045057138156
best laptop gaming,Laptop B specs,2,1,18,1,0.0033557046979865,18,9.61163459578529e-05,0.25404203999136143,38,9.653597519671735,9.61163459578529e-05,9.653597519671735
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,29,1,0.0031545741324921,29,7.872181595303118e-05,0.16764578419074058,60,10.058747051444435,7.872181595303118e-05,10.058747051444435
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best programming languages 2025,Best languages to learn,1,1,12,1,0.0031545741324921,12,9.530770330457017e-05,0.250025622329893,26,6.500666180577218,9.530770330457017e-05,6.500666180577218
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,39,1,0.0031545741324921,39,9.59332101047039e-05,0.2531324292108149,80,20.25059433686519,9.59332101047039e-05,20.25059433686519
cheap flights tokyo,Flight deals to Tokyo,1,1,28,1,0.0032467532467532,28,7.034215377643704e-05,0.12602514616653807,58,7.3094584776592075,7.034215377643704e-05,7.3094584776592075
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,30,1,0.0033112582781456,30,4.905077730654739e-05,0.02027378597859375,62,1.2569747306728125,4.905077730654739e-05,1.2569747306728125
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,1,41,1,0.0032467532467532,41,0.00024630327243357897,1.0,84,84.0,0.00024630327243357897,84.0
learn python,Learn Python fast,2,1,16,1,0.0032467532467532,16,9.176792082143947e-05,0.23244400599381823,34,7.90309620378982,9.176792082143947e-05,7.90309620378982
learn python,Python for beginners,3,1,29,1,0.0032467532467532,29,0.00015580591571051627,0.5505119840226522,60,33.030719041359134,0.00015580591571051627,33.030719041359134
cheap flights tokyo,Flight deals to Tokyo,1,1,49,1,0.0032467532467532,49,7.034215377643704e-05,0.12602514616653807,100,12.602514616653806,7.034215377643704e-05,12.602514616653806
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
learn python,Python tutorial,1,1,53,1,0.0032467532467532,53,0.00024630327243357897,1.0,108,108.0,0.00024630327243357897,108.0
learn python,Learn Python fast,2,1,5,1,0.0032467532467532,5,9.176792082143947e-05,0.23244400599381823,12,2.789328071925819,9.176792082143947e-05,2.789328071925819
learn python,Python for beginners,3,0,0,1,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
learn python,Python tutorial,1,1,3,1,0.0032467532467532,3,0.00024630327243357897,1.0,8,8.0,0.00024630327243357897,8.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,47,1,0.0032467532467532,47,0.00010685342567740008,0.3073716491124193,96,29.507678314792255,0.00010685342567740008,29.507678314792255
cheap flights tokyo,Best airlines to Japan,3,1,27,1,0.0032467532467532,27,0.00014266659854911268,0.48525078948578115,56,27.174044211203743,0.00014266659854911268,27.174044211203743
best laptop gaming,Laptop A review,1,1,36,1,0.0033557046979865,36,6.9844325480517e-05,0.12355250098514062,74,9.142885072900405,6.9844325480517e-05,9.142885072900405
best laptop gaming,Laptop B specs,2,1,47,1,0.0033557046979865,47,9.61163459578529e-05,0.25404203999136143,96,24.388035839170698,9.61163459578529e-05,24.388035839170698
best laptop gaming,Top gaming laptops,3,1,59,1,0.0033557046979865,59,7.160750828916207e-05,0.13230998928271062,120,15.877198713925274,7.160750828916207e-05,15.877198713925274
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,20,1,0.0031545741324921,20,7.872181595303118e-05,0.16764578419074058,42,7.041122936011105,7.872181595303118e-05,7.041122936011105
best programming languages 2025,Most in-demand coding skills,3,1,21,1,0.0031545741324921,21,9.59332101047039e-05,0.2531324292108149,44,11.137826885275857,9.59332101047039e-05,11.137826885275857
best laptop gaming,Laptop A review,1,1,48,1,0.0033557046979865,48,6.9844325480517e-05,0.12355250098514062,98,12.108145096543781,6.9844325480517e-05,12.108145096543781
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
best programming languages 2025,Best languages to learn,1,1,53,1,0.0031545741324921,53,9.530770330457017e-05,0.250025622329893,108,27.002767211628445,9.530770330457017e-05,27.002767211628445
best programming languages 2025,Top programming languages,2,1,30,1,0.0031545741324921,30,7.872181595303118e-05,0.16764578419074058,62,10.394038619825917,7.872181595303118e-05,10.394038619825917
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,54,1,0.0031545741324921,54,9.59332101047039e-05,0.2531324292108149,110,27.84456721318964,9.59332101047039e-05,27.84456721318964
cheap flights tokyo,Flight deals to Tokyo,1,1,34,1,0.0032467532467532,34,7.034215377643704e-05,0.12602514616653807,70,8.821760231657665,7.034215377643704e-05,8.821760231657665
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,1,37,1,0.0033112582781456,37,5.4528714827029034e-05,0.047481953784689196,76,3.608628487636379,5.4528714827029034e-05,3.608628487636379
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,29,1,0.0032467532467532,29,0.00010685342567740008,0.3073716491124193,60,18.442298946745158,0.00010685342567740008,18.442298946745158
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best laptop gaming,Laptop A review,1,0,0,0,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,6,1,0.0033557046979865,6,7.160750828916207e-05,0.13230998928271062,14,1.8523398499579486,7.160750828916207e-05,1.8523398499579486
best laptop gaming,Laptop A review,1,1,48,1,0.0033557046979865,48,6.9844325480517e-05,0.12355250098514062,98,12.108145096543781,6.9844325480517e-05,12.108145096543781
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,26,1,0.0033557046979865,26,7.160750828916207e-05,0.13230998928271062,54,7.144739421266373,7.160750828916207e-05,7.144739421266373
learn python,Python tutorial,1,1,47,1,0.0032467532467532,47,0.00024630327243357897,1.0,96,96.0,0.00024630327243357897,96.0
learn python,Learn Python fast,2,1,24,1,0.0032467532467532,24,9.176792082143947e-05,0.23244400599381823,50,11.622200299690912,9.176792082143947e-05,11.622200299690912
learn python,Python for beginners,3,1,46,1,0.0032467532467532,46,0.00015580591571051627,0.5505119840226522,94,51.74812649812931,0.00015580591571051627,51.74812649812931
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,27,1,0.0032467532467532,27,0.00015580591571051627,0.5505119840226522,56,30.828671105268526,0.00015580591571051627,30.828671105268526
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,5,1,0.0032467532467532,5,9.176792082143947e-05,0.23244400599381823,12,2.789328071925819,9.176792082143947e-05,2.789328071925819
learn python,Python for beginners,3,1,29,1,0.0032467532467532,29,0.00015580591571051627,0.5505119840226522,60,33.030719041359134,0.00015580591571051627,33.030719041359134
weather new york,NYC weather today,1,1,8,1,0.0033112582781456,8,5.4528714827029034e-05,0.047481953784689196,18,0.8546751681244056,5.4528714827029034e-05,0.8546751681244056
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,8,1,0.0033112582781456,8,4.4968968722969294e-05,0.0,18,0.0,4.4968968722969294e-05,0.0
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,19,1,0.0031545741324921,19,9.59332101047039e-05,0.2531324292108149,40,10.125297168432596,9.59332101047039e-05,10.125297168432596
best programming languages 2025,Best languages to learn,1,1,32,1,0.0031545741324921,32,9.530770330457017e-05,0.250025622329893,66,16.50169107377294,9.530770330457017e-05,16.50169107377294
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,20,1,0.0031545741324921,20,9.59332101047039e-05,0.2531324292108149,42,10.631562026854226,9.59332101047039e-05,10.631562026854226
weather new york,NYC weather today,1,1,34,1,0.0033112582781456,34,5.4528714827029034e-05,0.047481953784689196,70,3.3237367649282437,5.4528714827029034e-05,3.3237367649282437
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,20,1,0.0033112582781456,20,4.4968968722969294e-05,0.0,42,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,1,60,1,0.0032467532467532,60,0.00024630327243357897,1.0,122,122.0,0.00024630327243357897,122.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
weather new york,NYC weather today,1,1,11,1,0.0033112582781456,11,5.4528714827029034e-05,0.047481953784689196,24,1.1395668908325407,5.4528714827029034e-05,1.1395668908325407
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,16,1,0.0033112582781456,16,4.4968968722969294e-05,0.0,34,0.0,4.4968968722969294e-05,0.0
best programming languages 2025,Best languages to learn,1,1,35,1,0.0031545741324921,35,9.530770330457017e-05,0.250025622329893,72,18.001844807752295,9.530770330457017e-05,18.001844807752295
best programming languages 2025,Top programming languages,2,1,17,1,0.0031545741324921,17,7.872181595303118e-05,0.16764578419074058,36,6.035248230866661,7.872181595303118e-05,6.035248230866661
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best laptop gaming,Laptop A review,1,1,45,1,0.0033557046979865,45,6.9844325480517e-05,0.12355250098514062,92,11.366830090632936,6.9844325480517e-05,11.366830090632936
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,0,0,1,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best laptop gaming,Laptop A review,1,0,0,0,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,1,47,1,0.0033557046979865,47,9.61163459578529e-05,0.25404203999136143,96,24.388035839170698,9.61163459578529e-05,24.388035839170698
best laptop gaming,Top gaming laptops,3,1,2,1,0.0033557046979865,2,7.160750828916207e-05,0.13230998928271062,6,0.7938599356962637,7.160750828916207e-05,0.7938599356962637
weather new york,NYC weather today,1,1,59,1,0.0033112582781456,59,5.4528714827029034e-05,0.047481953784689196,120,5.697834454162703,5.4528714827029034e-05,5.697834454162703
weather new york,Weather forecast,2,1,18,1,0.0033112582781456,18,4.905077730654739e-05,0.02027378597859375,38,0.7704038671865625,4.905077730654739e-05,0.7704038671865625
weather new york,New York climate,3,1,13,1,0.0033112582781456,13,4.4968968722969294e-05,0.0,28,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,54,1,0.0033557046979865,54,6.9844325480517e-05,0.12355250098514062,110,13.590775108365468,6.9844325480517e-05,13.590775108365468
best laptop gaming,Laptop B specs,2,1,45,1,0.0033557046979865,45,9.61163459578529e-05,0.25404203999136143,92,23.371867679205252,9.61163459578529e-05,23.371867679205252
best laptop gaming,Top gaming laptops,3,1,34,1,0.0033557046979865,34,7.160750828916207e-05,0.13230998928271062,70,9.261699249789743,7.160750828916207e-05,9.261699249789743
